too much small amount | Restaurant: Mahi's Kitchen | Cuisine: Curry | City: Dhaka
have tried their fish and chips that was the worst ever no match with their picture  | Restaurant: Cafe Exile | Cuisine: Beverage | City: Dhaka
fetucinne bole penne pasta diye dise quantity with taste very much poor cutlery debar kotha bola hoechilo but dai nai so much trouble to eat  | Restaurant: Cafe Exile | Cuisine: Beverage | City: Dhaka
you guys have the shit continental food horrible taste not even cooked properly and the quantity is very less i regret i ordered from you it s a complete waste of money  | Restaurant: Cafe Exile | Cuisine: Beverage | City: Dhaka
the food have never disappointed me | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
pizzar chehara dekhe mone today ordered days old hour smoy akdom and thanda chupsay geche pizza akdom and faltu  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
the packaging quality of the burger is excellent just wrapped in foil paper shih  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
less quantity according to price  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
quite good | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
poor food | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
worst food ever french fries and naga wings order diyechilam french fries takar cost age car pocha tele vaja french fries dish cheap etto low taste even naga wings spicy o na  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
the hidden pasta is good as always but was really disappointed with the creamy pasta it tasted like nothing it was really dry not creamy at all  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
i ve never eaten such disgusting pasta and so called pizza burger in my entire existence no flavor at all just mix of bunch of sauce waste of money and food deserves negative marking yuck | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
average | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
pizzar tast valo chilo tobe onk thanda chilo jeta asha korini  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
khub valo chilo burger thnk u | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
khub e baje ar pizza ta ekdom thanda chilo  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
wrong item delivered item details photo not match with the food panda given photo  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
low quality food | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
not hot | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
failed to act professionally | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
bag den na apnra baje test r kih buger dise eita apnara | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
average | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
creamy pasta order korechilam tk pay extra pay korechilam cheese er jonno but the pasta was dry as hell properly lobon o dey ni nowadays jotobar kheyechi lobon kom hoy so poor  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
excellent | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
excellent | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
the pizza was cold the crust was burnt it didn t taste good at all waste of money | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
pizza tah theka bashi bashi smell astacilo wing r french fries thikthak cilo  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
it was not hot it seems cold and stale please improve ur quality | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
delivery dite dite pizza ta thanda hoye gese but test  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
minis reduced sauces and delivery takes a long time | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
pasta was good but naga kheya pet er problem hoya gece | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
good | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
special burger s size was not that much big as it was shown | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
late service | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
pizza club er pizza very low quality | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
 naga burger order diyechhilam iktuo jhaal chilo na pasta tao kono flavor chilo na onek baaje | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
the taste was not good | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
chicken had slightly bad smell and pasta quantity was not good add more pasta | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
food was not so good | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
meat and sauce was not satisfactory meat had bone in it and was smelling like fridge  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
great food | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
burger order disi double patty dise single patty mon ta chai sob di re doira mathay vari dei | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
delivery time hour s | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
quantity of pizza topping was unsatisfactory  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
he extra change | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
good | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
burger is the best chilo | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
it would have been better to give the cheese a little more some of the buns are hard | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
good | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
 food is very bad the price is high the quantity is very small overall the experience was very bad | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
the restaurant took too much time to prepare kept us waiting for an hour just for one pasta and fries  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
i ordered creamy pasta and a burger they sent me pastas cmon  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
pizza tah akdom tanda silo faltu | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
portion given was very small than the original  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
the pizza burger was not so tasty but i don t expect it for so much money  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
 very bad food was destroyed i don t know how but the pizza was promiscuous really disappointed  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
order dilan creamy pasta dilo club pasta tao cheese melt o hoy nai valo moto | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
qty was very less than expactation and price  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
decent test but the reason i gave star cause i didn t get any fork | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
worst pizza ever there was only sausage in meat hunter unexpected from pizzaclub | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
the bbq chicken was too much over tasty but you should add a little bit more spice into it  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
the pizza quality was so perfect but you should add sausage of round pieces not large pieces of the sausage  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
worst experience their food quality used to be good but nowadays it s just bad super bad the chicken from burger was hard and bland also the burger bun was so stale they gave me old french fry  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
excellent as always but the cheese wasn t very much the thing was excellentt | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
good | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
very bad the pizza was like a flat bread roti it was too oily and didn t taste good it was very very thin i have had pizza from from pizza club before but it was not this bad  | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
good quality | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
average good | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
very bad not satisfied | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
not good | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
very poor test | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
it was perfect chefs kiss mwah | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
pizza burger valo | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
quite good actually | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
thick crust it couldve been better | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
felt like not fresh | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
food was very cold disappointing | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
khabare onk kisu missing cilo | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
not so good | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
mote o valo cilo na pastar poriman ager ceye kom cilo sob kicoi kom cilo dam ager moto ney kinto poriman khub kom ar test ta o vlo cilo na very bad | Restaurant: Pizza Club Savar | Cuisine: Italian | City: Savar
the worst steak i have tasted in my life pls don t eat the steak platter | Restaurant: Steak City Bangladesh | Cuisine: Chicken | City: Dhaka
worst food ever | Restaurant: Steak City Bangladesh | Cuisine: Chicken | City: Dhaka
dam er balay high r quantity low pure k p | Restaurant: Steak City Bangladesh | Cuisine: Chicken | City: Dhaka
ordered chicken dum biriyani they send me beef akhni | Restaurant: New Khadok (Nasiraabad) | Cuisine: Snacks | City: Chittagong
quality was good but beef quantity was very low only small pcs in whole pack  | Restaurant: New Khadok (Nasiraabad) | Cuisine: Snacks | City: Chittagong
quantity of rice could be better overall perfect  | Restaurant: New Khadok (Nasiraabad) | Cuisine: Snacks | City: Chittagong
good | Restaurant: New Khadok (Nasiraabad) | Cuisine: Snacks | City: Chittagong
it was so good | Restaurant: New Khadok (Nasiraabad) | Cuisine: Snacks | City: Chittagong
not good very bad | Restaurant: New Khadok (Nasiraabad) | Cuisine: Snacks | City: Chittagong
excellent  | Restaurant: New Khadok (Nasiraabad) | Cuisine: Snacks | City: Chittagong
very good according to price | Restaurant: New Khadok (Nasiraabad) | Cuisine: Snacks | City: Chittagong
better but test aro valo hote parto | Restaurant: New Khadok (Nasiraabad) | Cuisine: Snacks | City: Chittagong
good | Restaurant: New Khadok (Nasiraabad) | Cuisine: Snacks | City: Chittagong
packaging was very bad  | Restaurant: New Khadok (Nasiraabad) | Cuisine: Snacks | City: Chittagong
better to taste | Restaurant: New Khadok (Nasiraabad) | Cuisine: Snacks | City: Chittagong
quantity was way less than the last time i ordered and the fries were soggy | Restaurant: Freaky Fries | Cuisine: Chicken | City: Dhaka
liked it  | Restaurant: Freaky Fries | Cuisine: Chicken | City: Dhaka
pricey | Restaurant: Freaky Fries | Cuisine: Chicken | City: Dhaka
fries were good but need to increase the portion size and improve the white sauce | Restaurant: Freaky Fries | Cuisine: Chicken | City: Dhaka
all good but restaurant forgets to give fork  | Restaurant: Freaky Fries | Cuisine: Chicken | City: Dhaka
average | Restaurant: Freaky Fries | Cuisine: Chicken | City: Dhaka
very very few pieces of chicken so for the original price it s not worth it at all but with the discount it s decent | Restaurant: Freaky Fries | Cuisine: Chicken | City: Dhaka
food was okay | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
shobji order disi ta go dho and tok | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
they gave some random vorta instead egg vorta without permission where i only told to change kalo jeera vorta which i don t eat potato vorta also was rotten  | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
good quality and quantity | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
so good khichuri ta onk moja chilo ar packaging tao onk valo | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
one of the best restaurants in terms of food quality quantity and pricing i hope they won t change like the others | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
vorta r set menu moja cilo but roshun vorta r singara ta item missing silo | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
not bad | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
aloo parata with egg omelette too oily and not worth  | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
it was not so good comparative to other restaurant  | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
taste not satisfying qty too small consider cost of each food  | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
exactly the way i wanted oilless food | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
wrost food no taste khabar chul pawa jay | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
the order didn t match with delivery | Restaurant: Traditional Taste | Cuisine: Snacks | City: Dhaka
good | Restaurant: Al Arabian Cake & Sweets - Dakhinkhan | Cuisine: Cakes | City: Dhaka
so delicious | Restaurant: Al Arabian Cake & Sweets - Dakhinkhan | Cuisine: Cakes | City: Dhaka
cold food | Restaurant: Al Arabian Cake & Sweets - Dakhinkhan | Cuisine: Cakes | City: Dhaka
so delicious  | Restaurant: Al Arabian Cake & Sweets - Dakhinkhan | Cuisine: Cakes | City: Dhaka
needed a birthday cake at the last moment and they delivered with writing great service  | Restaurant: Al Arabian Cake & Sweets - Dakhinkhan | Cuisine: Cakes | City: Dhaka
they took to much time | Restaurant: Al Arabian Cake & Sweets - Dakhinkhan | Cuisine: Cakes | City: Dhaka
so bad bomi ashtasa | Restaurant: Al Arabian Cake & Sweets - Dakhinkhan | Cuisine: Cakes | City: Dhaka
was not fresh  | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
it s awesome very good quantity i loved it  | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
price onek kom quality o serokom e  | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
good | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
poor taste too much spicy | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
everything is perfect | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
very bad | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
doi fuchka order disilam dennei keno  | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
i can t receive my order | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
tok ta valo cilo but fuska ta valo na khete baje cilo lobon kom cilo | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
the fuchkas were very bad and they were expired will suggest to make the quality of the product better  | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
fuchka theke bad smell ashtesilo mone hocchilo onk din ager fuchka experience sooooo bad try to improve | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
not good | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
fuchka was so bad its bad smell from potato paste | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
not good | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
taste was very bad | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
 ay nambar a phone dan akhon khabar pai nai | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
koi ordar pilam na di | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
could have been way better | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
the portion size and price was great but it tastes mediocre  | Restaurant: Dhakaiya Fuchka | Cuisine: Snacks | City: Dhaka
the quantity wasn t enough although it wasn t the mini ones the the chicken was something else not chicken manchurians the way it s showing in the picture  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
good | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
horrible experience everything was so spicy that none of my guest could eat too much spicy specially for kids so disappoint  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
oder disi ki r disa ki pic ar real daki kono mil e nai chowmin tah boil dia hoi silo nki amni dia disa r chicken tah koto ager disen chicken dia bad smell ber hoise very disappointed purai faltu | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
rice was not good | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
beef manchurian was good but i found chilli chicken a little numb taste  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
food quality not good huge difference between the app and in real really bad experience | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the noodles was good but the friend rice was not good | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
received chicken chilli instead of black peper garlic beef with fried rice  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
yummy testy but amount ta aktu kom | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
foos came in late though it was hot but the portion too small for the money  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
it was good but quantity was so short i had ordered earlier too but then the quantity was much better and the bow wasl too big  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
tasteless the noodles the too sweet to the point we should not eat and there was no meatball absolutely zero do not recommand  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
chicken is horrible e bad | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
flavour was different from the first time it was less flavourful | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
food was good | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the food was cold fried rice only included cabbage black pepper was excessive in all food disgusting | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
order for hakka noodles with chicken manchurian they gave me dried hakka noodle and pepper chicken the whole food went to waste  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
food quality was really poor as i have tasted foods before from them specially rice tasted too poor with oily musty smell it felt like they have used the oil from yesterday which occurs acidity | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the noodles used to have so much flavor now there s no enough salt soy sauce or oyster sauce super bland  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
horrible the quantity of the regular bowl reduced so much that its not worth the price anymore i wonder what is the amount of food they give in mini food bowl not gonna order anymore from here | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
very very bad test most worst food i hv ever eat sorry | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
good taste and quantiy presented in a good manner  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
taste can be increased and too spicy | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the food was not tasty there was no chicken piece total loss  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
eating the meal i got worse level of food poisoning alongside vomiting and diarrhoea never gonna order anything from this place again and will tell my friends to do so  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
worst service and food quality was also bad | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
worst food disgusting taste stale chicken food was cold never going to order again from the same again | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
absolutely disgusting | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
taste is great and portion is alright for me maybe needs a bit more cabbage or other crunchy vegetable elements to balance out the meat and carbs  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
bad taste | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
lacks flavor nowadays but they used to be really good  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the food was good before and the price was reasonable now the price is high and quality has declined please improve your quality and reduce the price  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
not good food | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
disgusting food guys if you want to waste your money go on order | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
it would be great if they could add a few more pieces of chicken  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
your food quality has decreased like nothing im not gonna waste my money on ur food anymore this soy sauce and cornflour mixed chicken you call it manchurian u people must have gone mad  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
poor quantity | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
wasnt worth it | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the friedrice was very salty and the chicken was very dry and felt its loaded with cornflour | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
food was bland quantity is not the same as before | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
not up to mark | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
good but very little quantity compared to price | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
extremely disappointed by the portion size it is genuinely disgusting at how they charge to for a few spoonfuls of rice they keep decreasing their sizes and even the quality is degrading  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
food wasn t as good as before  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
whattabowl s quality has gone so low off late it should be rated negatively star is way high rated cosidering the garbage quality stale food they sell | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
very bad food worst experience please don t order from this restaurant | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
worst food | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
quantity is too less | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
it s shame in the name of chili chicken the texture of the chicken was jelly vased there was no chilly nothing very very very bad  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
very very bad food tasted like stale homecooked noodles and the curry was mushy and very bad in taste  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
wrong food stale meat  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
have never eaten this type of awful disgusting rubbish tasteless food in my entire life this is totally scam give my money back waste of money and food also and deliverd it after hours  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
verrryyt poor quality | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
test not good | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
got the food after hour minute | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
khabar tasty but meat er portion ta arektu hole bhalo hoito full portion complete korar moto meat nai but taste | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
my food was prepared and delivered after one and half hour from the time i ordered | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
delivery time hours is it a joke what kind of u guys service do u have very very bad service very poor service | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
disgusting bolied nuddles worst taste so small so called meat ball | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the worst food the quality has dropped like crazy | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
problem delivery time it s too oooo long | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
its clear cut cheating and am not gling to order anymore from this place you all take more than hours to delivery and that too with rotten food and an ant like quantity | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
there was no gravy with polao very disappointing with such high price | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
there was no meat in the bowl i won t suggest anyone buy from here it is a waste of money  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
quantity has decreased from before  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the amount of chicken was less this time last time it was very good  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
stale quality | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
chilli beef tasted like sweet tomato beef  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
what a disgusting food it was | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
bad smale on chicken | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the food was not good  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
foodtaste was not good beef was just rubber  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
bit on the oily side with less spices overall good  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
there was spaghetti and meatballs but no tomatoe sauce on it  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
food was really bad very much disappointing quantity was also not so good m never gonna order from here | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
portion was extremely low based on the price | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the hakka noodles with chicken manchurian was very tasty but it could be better if they increase the quantity of the food according to the price | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
poor quantity compared to the price | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
they served regular rice instead of polao rice which tastes bland in this kind dish  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
ordered the meat ball bowl and it was a disgusted meal there was no salt no spicy meat balls were dried as hell if these is their regular recipe for meat balls please change it waste of money  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
food was very dry and tasteless  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
worst food didnt taste good at all | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the amount of chicken they provide is very less its mostly rice i repeatedly ask them through instructions to give good amount of chicken but they never do so so disappointed  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
very poor quality food hailey disappointed | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
never cooked but i can cook better than you please provide food that is eatable and tasty ty | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
disgusting food | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
order was never delivered finally the order was cancelled five hours later | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
they gave me old food | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
very disappointed with the food taste | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
usually am a big fan of them but this time they put only pieces of beef in their beef manchurian on top of that the beef pieces were heavily coated with flour and you could hardly find any beef | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the food was really bad the chicken especially was bland and tasteless please improve  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
ordered speghetti with meatball didn t get any flavor apart from tomato very dull disappointed | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
delicious | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
ordered garlic and black pepper beef and it was very good the food was hot and the packaging was also excellent | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
